

# Contour value=5.00 
mST_GeV,deltaM_GeV
4.0812e+02,1.8184e+02
4.0807e+02,1.8283e+02
4.0802e+02,1.8381e+02
4.0797e+02,1.8479e+02
4.0792e+02,1.8577e+02
4.0786e+02,1.8675e+02
4.0781e+02,1.8774e+02
4.0776e+02,1.8872e+02
4.0771e+02,1.8970e+02
4.0766e+02,1.9068e+02
4.0761e+02,1.9166e+02
4.0756e+02,1.9265e+02
4.0751e+02,1.9363e+02
4.0745e+02,1.9461e+02
4.0740e+02,1.9559e+02
4.0734e+02,1.9657e+02
4.0726e+02,1.9756e+02
4.0719e+02,1.9854e+02
4.0712e+02,1.9952e+02
4.0704e+02,2.0050e+02
4.0696e+02,2.0148e+02
4.0692e+02,2.0246e+02
4.0688e+02,2.0345e+02
4.0688e+02,2.0443e+02
4.0696e+02,2.0541e+02
4.0704e+02,2.0639e+02
4.0713e+02,2.0737e+02
4.0721e+02,2.0836e+02
4.0729e+02,2.0934e+02
4.0737e+02,2.1032e+02
4.0745e+02,2.1130e+02
4.0754e+02,2.1228e+02
4.0762e+02,2.1327e+02
4.0770e+02,2.1425e+02
4.0778e+02,2.1523e+02
4.0786e+02,2.1621e+02
4.0795e+02,2.1719e+02
4.0803e+02,2.1818e+02
4.0811e+02,2.1916e+02
4.0819e+02,2.2014e+02
4.0822e+02,2.2042e+02
4.0828e+02,2.2112e+02
4.0836e+02,2.2210e+02
4.0844e+02,2.2309e+02
4.0852e+02,2.2407e+02
4.0860e+02,2.2505e+02
4.0869e+02,2.2603e+02
4.0877e+02,2.2701e+02
4.0885e+02,2.2800e+02
4.0893e+02,2.2898e+02
4.0901e+02,2.2996e+02
4.0910e+02,2.3094e+02
4.0918e+02,2.3192e+02
4.0926e+02,2.3291e+02
4.0934e+02,2.3389e+02
4.0942e+02,2.3487e+02
4.0951e+02,2.3585e+02
4.0959e+02,2.3683e+02
4.0967e+02,2.3782e+02
4.0975e+02,2.3880e+02
4.0984e+02,2.3978e+02
4.0992e+02,2.4076e+02
4.1000e+02,2.4174e+02
4.1008e+02,2.4273e+02
4.1016e+02,2.4371e+02
4.1025e+02,2.4469e+02
4.1033e+02,2.4567e+02
4.1041e+02,2.4665e+02
4.1049e+02,2.4764e+02
4.1057e+02,2.4862e+02
4.1066e+02,2.4960e+02
4.1064e+02,2.5058e+02
4.1056e+02,2.5156e+02
4.1048e+02,2.5255e+02
4.1039e+02,2.5353e+02
4.1031e+02,2.5451e+02
4.1023e+02,2.5549e+02
4.1015e+02,2.5647e+02
4.1006e+02,2.5745e+02
4.0998e+02,2.5844e+02
4.0990e+02,2.5942e+02
4.0982e+02,2.6040e+02
4.0973e+02,2.6138e+02
4.0965e+02,2.6236e+02
4.0957e+02,2.6335e+02
4.0949e+02,2.6433e+02
4.0940e+02,2.6531e+02
4.0932e+02,2.6629e+02
4.0924e+02,2.6727e+02
4.0916e+02,2.6826e+02
4.0907e+02,2.6924e+02
4.0899e+02,2.7022e+02
4.0891e+02,2.7120e+02
4.0883e+02,2.7218e+02
4.0874e+02,2.7317e+02
4.0866e+02,2.7415e+02
4.0858e+02,2.7513e+02
4.0850e+02,2.7611e+02
4.0841e+02,2.7709e+02
4.0833e+02,2.7808e+02
4.0825e+02,2.7906e+02
4.0822e+02,2.7945e+02
4.0817e+02,2.8004e+02
4.0808e+02,2.8102e+02
4.0800e+02,2.8200e+02
4.0792e+02,2.8299e+02
4.0784e+02,2.8397e+02
4.0775e+02,2.8495e+02
4.0767e+02,2.8593e+02
4.0759e+02,2.8691e+02
4.0751e+02,2.8790e+02
4.0742e+02,2.8888e+02
4.0734e+02,2.8986e+02
4.0726e+02,2.9084e+02
4.0718e+02,2.9182e+02
4.0709e+02,2.9281e+02
4.0701e+02,2.9379e+02
4.0693e+02,2.9477e+02
4.0685e+02,2.9575e+02
4.0685e+02,2.9673e+02
4.0687e+02,2.9772e+02
4.0689e+02,2.9870e+02
4.0694e+02,2.9968e+02
4.0688e+02,3.0066e+02
4.0677e+02,3.0164e+02
4.0666e+02,3.0263e+02
4.0654e+02,3.0361e+02
4.0643e+02,3.0459e+02
4.0632e+02,3.0557e+02
4.0620e+02,3.0655e+02
4.0609e+02,3.0754e+02
4.0598e+02,3.0852e+02
4.0587e+02,3.0950e+02
4.0575e+02,3.1048e+02
4.0564e+02,3.1146e+02
4.0553e+02,3.1244e+02
4.0541e+02,3.1343e+02
4.0530e+02,3.1441e+02
4.0519e+02,3.1539e+02
4.0508e+02,3.1637e+02
4.0496e+02,3.1735e+02
4.0485e+02,3.1834e+02
4.0474e+02,3.1932e+02
4.0462e+02,3.2030e+02
4.0451e+02,3.2128e+02
4.0440e+02,3.2226e+02
4.0429e+02,3.2325e+02
4.0417e+02,3.2423e+02
4.0406e+02,3.2521e+02
4.0395e+02,3.2619e+02
4.0383e+02,3.2717e+02
4.0372e+02,3.2816e+02
4.0361e+02,3.2914e+02
4.0349e+02,3.3012e+02
4.0338e+02,3.3110e+02
4.0327e+02,3.3208e+02
4.0316e+02,3.3307e+02
4.0304e+02,3.3405e+02
4.0293e+02,3.3503e+02
4.0282e+02,3.3601e+02
4.0281e+02,3.3611e+02
4.0270e+02,3.3699e+02
4.0258e+02,3.3798e+02
4.0247e+02,3.3896e+02
4.0235e+02,3.3994e+02
4.0223e+02,3.4092e+02
4.0211e+02,3.4190e+02
4.0200e+02,3.4289e+02
4.0188e+02,3.4387e+02
4.0176e+02,3.4485e+02
4.0164e+02,3.4583e+02
4.0152e+02,3.4681e+02
4.0141e+02,3.4780e+02
4.0129e+02,3.4878e+02
4.0117e+02,3.4976e+02
4.0105e+02,3.5074e+02
4.0094e+02,3.5172e+02
4.0082e+02,3.5271e+02
4.0070e+02,3.5369e+02
4.0058e+02,3.5467e+02
4.0047e+02,3.5565e+02
4.0035e+02,3.5663e+02
4.0023e+02,3.5762e+02
4.0011e+02,3.5860e+02
4.0000e+02,3.5958e+02
3.9988e+02,3.6056e+02
3.9976e+02,3.6154e+02
3.9964e+02,3.6253e+02
3.9953e+02,3.6351e+02
3.9941e+02,3.6449e+02
3.9929e+02,3.6547e+02
3.9917e+02,3.6645e+02
3.9906e+02,3.6743e+02
3.9894e+02,3.6842e+02
3.9882e+02,3.6940e+02
3.9870e+02,3.7038e+02
3.9859e+02,3.7136e+02
3.9847e+02,3.7234e+02
3.9835e+02,3.7333e+02
3.9823e+02,3.7431e+02
3.9812e+02,3.7529e+02
3.9800e+02,3.7627e+02
3.9788e+02,3.7725e+02
3.9776e+02,3.7824e+02
3.9765e+02,3.7922e+02
3.9753e+02,3.8020e+02
3.9741e+02,3.8118e+02
3.9739e+02,3.8132e+02
3.9729e+02,3.8216e+02
3.9717e+02,3.8315e+02
3.9704e+02,3.8413e+02
3.9692e+02,3.8511e+02
3.9680e+02,3.8609e+02
3.9669e+02,3.8695e+02


# Contour value=10.00 
mST_GeV,deltaM_GeV
8.1353e+02,1.0000e+01
8.1334e+02,1.0982e+01
8.1315e+02,1.1964e+01
8.1296e+02,1.2946e+01
8.1277e+02,1.3928e+01
8.1258e+02,1.4910e+01
8.1238e+02,1.5892e+01
8.1219e+02,1.6874e+01
8.1200e+02,1.7856e+01
8.1181e+02,1.8838e+01
8.1162e+02,1.9820e+01
8.1143e+02,2.0802e+01
8.1124e+02,2.1784e+01
8.1105e+02,2.2766e+01
8.1094e+02,2.3747e+01
8.1096e+02,2.4729e+01
8.1111e+02,2.5711e+01
8.1132e+02,2.6693e+01
8.1156e+02,2.7675e+01
8.1181e+02,2.8657e+01
8.1210e+02,2.9639e+01
8.1240e+02,3.0621e+01
8.1269e+02,3.1603e+01
8.1299e+02,3.2585e+01
8.1328e+02,3.3567e+01
8.1357e+02,3.4549e+01
8.1387e+02,3.5531e+01
8.1403e+02,3.6063e+01
8.1416e+02,3.6513e+01
8.1446e+02,3.7495e+01
8.1475e+02,3.8477e+01
8.1505e+02,3.9459e+01
8.1534e+02,4.0441e+01
8.1563e+02,4.1423e+01
8.1593e+02,4.2405e+01
8.1622e+02,4.3387e+01
8.1652e+02,4.4369e+01
8.1681e+02,4.5351e+01
8.1710e+02,4.6333e+01
8.1740e+02,4.7315e+01
8.1769e+02,4.8297e+01
8.1799e+02,4.9279e+01
8.1821e+02,5.0261e+01
8.1822e+02,5.1242e+01
8.1824e+02,5.2224e+01
8.1825e+02,5.3206e+01
8.1827e+02,5.4188e+01
8.1828e+02,5.5170e+01
8.1830e+02,5.6152e+01
8.1831e+02,5.7134e+01
8.1833e+02,5.8116e+01
8.1835e+02,5.9098e+01
8.1836e+02,6.0080e+01
8.1838e+02,6.1062e+01
8.1839e+02,6.2044e+01
8.1841e+02,6.3026e+01
8.1842e+02,6.4008e+01
8.1844e+02,6.4990e+01
8.1845e+02,6.5972e+01
8.1847e+02,6.6954e+01
8.1848e+02,6.7936e+01
8.1850e+02,6.8918e+01
8.1851e+02,6.9900e+01
8.1863e+02,7.0882e+01
8.1879e+02,7.1864e+01
8.1896e+02,7.2846e+01
8.1914e+02,7.3828e+01
8.1931e+02,7.4810e+01
8.1920e+02,7.5792e+01
8.1901e+02,7.6774e+01
8.1883e+02,7.7756e+01
8.1864e+02,7.8737e+01
8.1845e+02,7.9719e+01
8.1824e+02,8.0701e+01
8.1802e+02,8.1683e+01
8.1781e+02,8.2665e+01
8.1759e+02,8.3647e+01
8.1738e+02,8.4629e+01
8.1716e+02,8.5611e+01
8.1695e+02,8.6593e+01
8.1674e+02,8.7575e+01
8.1652e+02,8.8557e+01
8.1631e+02,8.9539e+01
8.1609e+02,9.0521e+01
8.1588e+02,9.1503e+01
8.1566e+02,9.2485e+01
8.1545e+02,9.3467e+01
8.1523e+02,9.4449e+01
8.1502e+02,9.5431e+01
8.1480e+02,9.6413e+01
8.1459e+02,9.7395e+01
8.1437e+02,9.8377e+01
8.1416e+02,9.9359e+01
8.1405e+02,1.0034e+02
8.1416e+02,1.0132e+02
8.1427e+02,1.0230e+02
8.1438e+02,1.0329e+02
8.1449e+02,1.0427e+02
8.1459e+02,1.0525e+02
8.1470e+02,1.0623e+02
8.1481e+02,1.0721e+02
8.1492e+02,1.0820e+02
8.1502e+02,1.0918e+02
8.1513e+02,1.1016e+02
8.1524e+02,1.1114e+02
8.1535e+02,1.1212e+02
8.1545e+02,1.1311e+02
8.1556e+02,1.1409e+02
8.1567e+02,1.1507e+02
8.1578e+02,1.1605e+02
8.1588e+02,1.1703e+02
8.1599e+02,1.1802e+02
8.1610e+02,1.1900e+02
8.1621e+02,1.1998e+02
8.1631e+02,1.2096e+02
8.1642e+02,1.2194e+02
8.1653e+02,1.2293e+02
8.1664e+02,1.2391e+02
8.1674e+02,1.2489e+02
8.1685e+02,1.2587e+02
8.1696e+02,1.2685e+02
8.1707e+02,1.2784e+02
8.1717e+02,1.2882e+02
8.1728e+02,1.2980e+02
8.1739e+02,1.3078e+02
8.1750e+02,1.3176e+02
8.1760e+02,1.3275e+02
8.1771e+02,1.3373e+02
8.1782e+02,1.3471e+02
8.1793e+02,1.3569e+02
8.1803e+02,1.3667e+02
8.1814e+02,1.3766e+02
8.1825e+02,1.3864e+02
8.1836e+02,1.3962e+02
8.1845e+02,1.4060e+02
8.1851e+02,1.4158e+02
8.1857e+02,1.4257e+02
8.1862e+02,1.4355e+02
8.1868e+02,1.4453e+02
8.1873e+02,1.4551e+02
8.1878e+02,1.4649e+02
8.1883e+02,1.4747e+02
8.1888e+02,1.4846e+02
8.1893e+02,1.4944e+02
8.1894e+02,1.5042e+02
8.1892e+02,1.5140e+02
8.1889e+02,1.5238e+02
8.1887e+02,1.5337e+02
8.1884e+02,1.5435e+02
8.1882e+02,1.5533e+02
8.1879e+02,1.5631e+02
8.1877e+02,1.5729e+02
8.1874e+02,1.5828e+02
8.1871e+02,1.5926e+02
8.1869e+02,1.6024e+02
8.1866e+02,1.6122e+02
8.1864e+02,1.6220e+02
8.1861e+02,1.6319e+02
8.1859e+02,1.6417e+02
8.1856e+02,1.6515e+02
8.1854e+02,1.6613e+02
8.1851e+02,1.6711e+02
8.1849e+02,1.6810e+02
8.1846e+02,1.6908e+02
8.1843e+02,1.7006e+02
8.1841e+02,1.7104e+02
8.1838e+02,1.7202e+02
8.1836e+02,1.7301e+02
8.1833e+02,1.7399e+02
8.1831e+02,1.7497e+02
8.1828e+02,1.7595e+02
8.1826e+02,1.7693e+02
8.1823e+02,1.7792e+02
8.1820e+02,1.7890e+02
8.1818e+02,1.7988e+02
8.1815e+02,1.8086e+02
8.1813e+02,1.8184e+02
8.1810e+02,1.8283e+02
8.1808e+02,1.8381e+02
8.1805e+02,1.8479e+02
8.1803e+02,1.8577e+02
8.1800e+02,1.8675e+02
8.1797e+02,1.8774e+02
8.1795e+02,1.8872e+02
8.1792e+02,1.8970e+02
8.1799e+02,1.9068e+02
8.1821e+02,1.9166e+02
8.1847e+02,1.9265e+02
8.1879e+02,1.9363e+02
8.1913e+02,1.9461e+02
8.1944e+02,1.9550e+02
8.1947e+02,1.9559e+02
8.1981e+02,1.9657e+02
8.2016e+02,1.9756e+02
8.2050e+02,1.9854e+02
8.2084e+02,1.9952e+02
8.2101e+02,2.0050e+02
8.2100e+02,2.0148e+02
8.2099e+02,2.0246e+02
8.2099e+02,2.0345e+02
8.2098e+02,2.0443e+02
8.2098e+02,2.0541e+02
8.2097e+02,2.0639e+02
8.2097e+02,2.0737e+02
8.2096e+02,2.0836e+02
8.2096e+02,2.0934e+02
8.2111e+02,2.1032e+02
8.2134e+02,2.1130e+02
8.2154e+02,2.1228e+02
8.2183e+02,2.1327e+02
8.2213e+02,2.1425e+02
8.2244e+02,2.1523e+02
8.2275e+02,2.1621e+02
8.2306e+02,2.1719e+02
8.2337e+02,2.1818e+02
8.2367e+02,2.1916e+02
8.2398e+02,2.2014e+02
8.2429e+02,2.2112e+02
8.2460e+02,2.2210e+02
8.2485e+02,2.2291e+02
8.2490e+02,2.2309e+02
8.2521e+02,2.2407e+02
8.2552e+02,2.2505e+02
8.2583e+02,2.2603e+02
8.2614e+02,2.2701e+02
8.2644e+02,2.2800e+02
8.2675e+02,2.2898e+02
8.2706e+02,2.2996e+02
8.2737e+02,2.3094e+02
8.2768e+02,2.3192e+02
8.2798e+02,2.3291e+02
8.2829e+02,2.3389e+02
8.2860e+02,2.3487e+02
8.2891e+02,2.3585e+02
8.2922e+02,2.3683e+02
8.2952e+02,2.3782e+02
8.2983e+02,2.3880e+02
8.3014e+02,2.3978e+02
8.3026e+02,2.4017e+02
8.3045e+02,2.4076e+02
8.3075e+02,2.4174e+02
8.3106e+02,2.4273e+02
8.3137e+02,2.4371e+02
8.3168e+02,2.4469e+02
8.3199e+02,2.4567e+02
8.3229e+02,2.4665e+02
8.3260e+02,2.4764e+02
8.3291e+02,2.4862e+02
8.3322e+02,2.4960e+02
8.3335e+02,2.5058e+02
8.3335e+02,2.5156e+02
8.3335e+02,2.5255e+02
8.3335e+02,2.5353e+02
8.3336e+02,2.5451e+02
8.3336e+02,2.5549e+02
8.3336e+02,2.5647e+02
8.3337e+02,2.5745e+02
8.3337e+02,2.5844e+02
8.3337e+02,2.5942e+02
8.3338e+02,2.6040e+02
8.3338e+02,2.6138e+02
8.3338e+02,2.6236e+02
8.3338e+02,2.6335e+02
8.3339e+02,2.6433e+02
8.3337e+02,2.6531e+02
8.3323e+02,2.6629e+02
8.3307e+02,2.6727e+02
8.3281e+02,2.6826e+02
8.3244e+02,2.6924e+02
8.3208e+02,2.7022e+02
8.3171e+02,2.7120e+02
8.3134e+02,2.7218e+02
8.3098e+02,2.7317e+02
8.3061e+02,2.7415e+02
8.3026e+02,2.7509e+02
8.3024e+02,2.7513e+02
8.2988e+02,2.7611e+02
8.2951e+02,2.7709e+02
8.2914e+02,2.7808e+02
8.2878e+02,2.7906e+02
8.2841e+02,2.8004e+02
8.2804e+02,2.8102e+02
8.2768e+02,2.8200e+02
8.2731e+02,2.8299e+02
8.2694e+02,2.8397e+02
8.2658e+02,2.8495e+02
8.2621e+02,2.8593e+02
8.2584e+02,2.8691e+02
8.2548e+02,2.8790e+02
8.2511e+02,2.8888e+02
8.2485e+02,2.8957e+02
8.2474e+02,2.8986e+02
8.2438e+02,2.9084e+02
8.2401e+02,2.9182e+02
8.2364e+02,2.9281e+02
8.2328e+02,2.9379e+02
8.2291e+02,2.9477e+02
8.2254e+02,2.9575e+02
8.2217e+02,2.9673e+02
8.2181e+02,2.9772e+02
8.2144e+02,2.9870e+02
8.2107e+02,2.9968e+02
8.2110e+02,3.0066e+02
8.2131e+02,3.0164e+02
8.2152e+02,3.0263e+02
8.2174e+02,3.0361e+02
8.2195e+02,3.0459e+02
8.2216e+02,3.0557e+02
8.2238e+02,3.0655e+02
8.2259e+02,3.0754e+02
8.2280e+02,3.0852e+02
8.2301e+02,3.0950e+02
8.2323e+02,3.1048e+02
8.2344e+02,3.1146e+02
8.2365e+02,3.1244e+02
8.2387e+02,3.1343e+02
8.2408e+02,3.1441e+02
8.2429e+02,3.1539e+02
8.2450e+02,3.1637e+02
8.2472e+02,3.1735e+02
8.2485e+02,3.1797e+02
8.2493e+02,3.1834e+02
8.2514e+02,3.1932e+02
8.2536e+02,3.2030e+02
8.2557e+02,3.2128e+02
8.2578e+02,3.2226e+02
8.2599e+02,3.2325e+02
8.2621e+02,3.2423e+02
8.2635e+02,3.2521e+02
8.2637e+02,3.2619e+02
8.2639e+02,3.2717e+02
8.2642e+02,3.2816e+02
8.2645e+02,3.2914e+02
8.2648e+02,3.3012e+02
8.2642e+02,3.3110e+02
8.2635e+02,3.3208e+02
8.2627e+02,3.3307e+02
8.2620e+02,3.3405e+02
8.2612e+02,3.3503e+02
8.2604e+02,3.3601e+02
8.2597e+02,3.3699e+02
8.2589e+02,3.3798e+02
8.2582e+02,3.3896e+02
8.2574e+02,3.3994e+02
8.2567e+02,3.4092e+02
8.2559e+02,3.4190e+02
8.2552e+02,3.4289e+02
8.2544e+02,3.4387e+02
8.2537e+02,3.4485e+02
8.2529e+02,3.4583e+02
8.2522e+02,3.4681e+02
8.2514e+02,3.4780e+02
8.2507e+02,3.4878e+02
8.2499e+02,3.4976e+02
8.2492e+02,3.5074e+02
8.2485e+02,3.5162e+02
8.2484e+02,3.5172e+02
8.2477e+02,3.5271e+02
8.2469e+02,3.5369e+02
8.2462e+02,3.5467e+02
8.2454e+02,3.5565e+02
8.2447e+02,3.5663e+02
8.2439e+02,3.5762e+02
8.2431e+02,3.5860e+02
8.2424e+02,3.5958e+02
8.2416e+02,3.6056e+02
8.2409e+02,3.6154e+02
8.2401e+02,3.6253e+02
8.2394e+02,3.6351e+02
8.2386e+02,3.6449e+02
8.2379e+02,3.6547e+02
8.2371e+02,3.6645e+02
8.2364e+02,3.6743e+02
8.2356e+02,3.6842e+02
8.2349e+02,3.6940e+02
8.2341e+02,3.7038e+02
8.2334e+02,3.7136e+02
8.2326e+02,3.7234e+02
8.2319e+02,3.7333e+02
8.2311e+02,3.7431e+02
8.2304e+02,3.7529e+02
8.2296e+02,3.7627e+02
8.2289e+02,3.7725e+02
8.2281e+02,3.7824e+02
8.2274e+02,3.7922e+02
8.2266e+02,3.8020e+02
8.2258e+02,3.8118e+02
8.2251e+02,3.8216e+02
8.2243e+02,3.8315e+02
8.2236e+02,3.8413e+02
8.2228e+02,3.8511e+02
8.2221e+02,3.8609e+02
8.2213e+02,3.8707e+02
8.2206e+02,3.8806e+02
8.2198e+02,3.8904e+02
8.2191e+02,3.9002e+02
8.2183e+02,3.9100e+02
8.2176e+02,3.9198e+02
8.2168e+02,3.9297e+02
8.2161e+02,3.9395e+02
8.2153e+02,3.9493e+02
8.2146e+02,3.9591e+02
8.2138e+02,3.9689e+02
8.2131e+02,3.9788e+02
8.2123e+02,3.9886e+02
8.2116e+02,3.9984e+02
8.2089e+02,4.0082e+02
8.2059e+02,4.0180e+02
8.2028e+02,4.0279e+02
8.1998e+02,4.0377e+02
8.1968e+02,4.0475e+02
8.1944e+02,4.0553e+02
8.1938e+02,4.0573e+02
8.1907e+02,4.0671e+02
8.1877e+02,4.0770e+02
8.1847e+02,4.0868e+02
8.1816e+02,4.0966e+02
8.1786e+02,4.1064e+02
8.1756e+02,4.1162e+02
8.1726e+02,4.1261e+02
8.1695e+02,4.1359e+02
8.1683e+02,4.1457e+02
8.1685e+02,4.1555e+02
8.1687e+02,4.1653e+02
8.1689e+02,4.1752e+02
8.1690e+02,4.1850e+02
8.1692e+02,4.1948e+02
8.1715e+02,4.2046e+02
8.1737e+02,4.2144e+02
8.1760e+02,4.2242e+02
8.1782e+02,4.2341e+02
8.1805e+02,4.2439e+02
8.1828e+02,4.2537e+02
8.1850e+02,4.2635e+02
8.1873e+02,4.2733e+02
8.1895e+02,4.2832e+02
8.1918e+02,4.2930e+02
8.1940e+02,4.3028e+02
8.1944e+02,4.3043e+02
8.1963e+02,4.3126e+02
8.1986e+02,4.3224e+02
8.2008e+02,4.3323e+02
8.2031e+02,4.3421e+02
8.2053e+02,4.3519e+02
8.2076e+02,4.3617e+02
8.2098e+02,4.3715e+02
8.2121e+02,4.3814e+02
8.2144e+02,4.3912e+02
8.2166e+02,4.4010e+02
8.2189e+02,4.4108e+02
8.2211e+02,4.4206e+02
8.2234e+02,4.4305e+02
8.2256e+02,4.4403e+02
8.2279e+02,4.4501e+02
8.2302e+02,4.4599e+02
8.2324e+02,4.4697e+02
8.2347e+02,4.4796e+02
8.2369e+02,4.4894e+02
8.2392e+02,4.4992e+02
8.2414e+02,4.5090e+02
8.2437e+02,4.5188e+02
8.2460e+02,4.5287e+02
8.2482e+02,4.5385e+02
8.2485e+02,4.5397e+02
8.2505e+02,4.5483e+02
8.2527e+02,4.5581e+02
8.2550e+02,4.5679e+02
8.2572e+02,4.5778e+02
8.2595e+02,4.5876e+02
8.2618e+02,4.5974e+02
8.2640e+02,4.6072e+02
8.2663e+02,4.6170e+02
8.2680e+02,4.6269e+02
8.2684e+02,4.6367e+02
8.2688e+02,4.6465e+02
8.2685e+02,4.6563e+02
